tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,userMentions_userName,attitude,tweetSentiment,,manualSentiment
1.01608E+18,7/8/2018,"RT @SecretarySonny: Visiting WKO sawmill in Carson, WA w/Rep. Jaime @HerreraBeutler and local leaders. We all share the same goal of better?",,,20,"@SecretarySonny,@HerreraBeutler",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: Informative town hall meeting with @repgregwalden near Rufus, OR. The specific issues may change state-to-state, but th?",,,18,"@SecretarySonny,@repgregwalden",positive,neg,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: 41st state visited since I became Secretary: Oregon, at the Martin family's farm near Rufus. @repgregwalden helps fill?",,,31,"@SecretarySonny,@repgregwalden",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: Touring @LoftusRanches with @RepNewhouse & owners Mike & Pat Smith, whose family has been growing hops here since 1932.?",,,21,"@SecretarySonny,@LoftusRanches,@RepNewhouse",positive,neg,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Delightful crowd and great way to kick off our day of events in Washington and Oregon. Thanks to @RepNewhouse & @WAFarm?,,,30,"@SecretarySonny,@RepNewhouse",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: Tremendous breakfast crowd in Richland, WA for town hall hosted by @RepNewhouse & @WAFarmBureau. Folks understand that?",,,30,"@SecretarySonny,@RepNewhouse,@WAFarmBureau",positive,neg,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: First event of the day: breakfast town hall meeting with almost 200 farmers & producers in Richland, WA, hosted by @Rep?",,,22,@SecretarySonny,positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Talking with @KristiPaulus of @keprtv in Tri-Cities before our full day in Washington & Oregon as #BackToOurRoots Tour?,#BackToOurRoots,,18,"@SecretarySonny,@KristiPaulus,@keprtv",positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Starting Day 2 of our 5th #BackToOurRoots tour w/@MorganAshleyTV on @KNDUKNDO as our trek through the Pacific Northwest?,#BackToOurRoots,,18,"@SecretarySonny,@MorganAshleyTV,@KNDUKNDO",positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Fascinating project described to Gov. @ButchOtter and me by @uidaho President Chuck Staben - a basketball arena made of?,,,18,"@SecretarySonny,@ButchOtter,@uidaho",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: At the Fire Combustion Lab at @uidaho they're doing important research to better understand effects of fire, even if tr?",,,28,"@SecretarySonny,@uidaho",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: On the 156th anniversary of the Morrill Act, which created land grant schools, we visit a fine example in @uidaho. Hear?",,,22,"@SecretarySonny,@uidaho",positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: What better way to cap of a visit to Washington State than a trip to @WSU_Creamery. They're also known for their Cougar?,,,43,"@SecretarySonny,@WSU_Creamery",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: Fabulous research going on at @WSU_Research and @wsucahnrs, with help from @USDA_ARS funding. Rep. @cathymcmorris Rodge?",,,18,"@SecretarySonny,@WSU_Research,@wsucahnrs,@USDA_ARS,@cathymcmorris",positive,pos,,
1.01608E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: On our way to Colfax, Washington. Beautiful country. #BackToOurRoots https://t.co/k9Mrl1LFNn",#BackToOurRoots,,57,@SecretarySonny,positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Discussing agriculture in Eastern Washington with @SpokesmanReview and Rep. @cathymcmorris Rodgers. Newspaper embarked?,,,22,"@SecretarySonny,@SpokesmanReview,@cathymcmorris",positive,pos,,
1.01608E+18,7/8/2018,"RT @SecretarySonny: Happy to join Rep. @cathymcmorris Rodgers for breakfast chat w/agricultural leaders in Eastern Washington, where agricu?",,,35,"@SecretarySonny,@cathymcmorris",positive,pos,,
1.01608E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01608E+18,7/8/2018,RT @SecretarySonny: Good morning from Spokane! Checking in with @KHQSean on @KHQLocalNews as we kick off another #BackToOurRoots tour. This?,#BackToOurRoots,,25,"@SecretarySonny,@KHQSean,@KHQLocalNews",positive,pos,,
1.01608E+18,7/8/2018,@TraceOneNetwork @foodtank @vets2farm @cfra @ArcadiaFood @RodaleInstitute @R4SFoundation @USDA @FarmVetCo? https://t.co/913fhGeQ6u,,,0,"@TraceOneNetwork,@foodtank,@vets2farm,@cfra,@ArcadiaFood,@RodaleInstitute,@R4SFoundation,@USDA,@FarmVetCo",positive,neg,,
1.01608E+18,7/8/2018,RT @ELCSD_Lions: We?re proud to find out that we?re a CEP school next year! @NYSEDNews @USDA https://t.co/MTYEQ2amcL,,,1,"@ELCSD_Lions,@NYSEDNews,@USDA",positive,pos,,
1.01607E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01607E+18,7/8/2018,"@GrowthEnergy @USDA @EPA No. No. No. No. Gasoline doesn't need it. E10 is not needed either, but unfortunately it's? https://t.co/V8qBvL8XO6",,,0,"@GrowthEnergy,@USDA,@EPA",positive,neg,,
1.01607E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01607E+18,7/8/2018,"@cathymcmorris @WSUPullman @SecretarySonny It also cuts food stamps, hurting both the poor and farmers, since less? https://t.co/LUpCS1OrYS",,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01607E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01607E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny You and your @HouseGOP cronies may have BARELY passed the awful Farm Bil? https://t.co/XbEzJQ1e6j,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny,@HouseGOP",positive,neg,,
1.01607E+18,7/8/2018,RT @CivilEats: Three reasons to be concerned about the @USDA?s proposed GMO labeling rules Eats https://t.co/oce57deLA8 https://t.co/B3KPVw?,,,34,"@CivilEats,@USDA",positive,pos,,
1.01607E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny CMR - we know Trump's trade war is hurting farmers,,,,,,neg,,
what about Trump/#GOP? https://t.co/vCPzj0hAzV,#GOP,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,,,error,,
1.01607E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,@SenatorTester @USDA @CBPioneerPress MAGA...:know it & love it!!,,,0,"@SenatorTester,@USDA,@CBPioneerPress",positive,pos,,
1.01606E+18,7/8/2018,"@cathymcmorris @WSUPullman @SecretarySonny Just so ya know, plenty of us have been in these posed photo opps, durin? https://t.co/qtolE7lZ6s",,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,"RT @USTradeRep: In support of free and fair trade, USTR and @USDA announced that the U.S. submitted a counter notification to the @wto rega?",,,23,"@USTradeRep,@USDA,@wto",positive,neg,,
1.01606E+18,7/8/2018,"@cathymcmorris @WSUPullman @SecretarySonny Comments, ""mom""?",,,,,,neg,,
https://t.co/xWhWjlGl1F,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,,,error,,
1.01606E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,RT @CivilEats: Three reasons to be concerned about the @USDA?s proposed GMO labeling rules Eats https://t.co/oce57deLA8 https://t.co/B3KPVw?,,,34,"@CivilEats,@USDA",positive,pos,,
1.01606E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01606E+18,7/8/2018,@SenatorTester @USDA @CBPioneerPress Senator Tester I would like to know what you actually did to help get the funding,,,0,"@SenatorTester,@USDA,@CBPioneerPress",positive,pos,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01606E+18,7/8/2018,RT @EricaMeier: This must stop: @USDA's dangerous proposal that would allow even faster slaughter speeds is a huge step backwards --> it pu?,,,32,"@EricaMeier,@USDA",positive,pos,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01606E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,Another beautiful day in the Little Belts! @LewisandClarkNF @forestservice @USDA #ItsAllYours https://t.co/wQ7we6vgvg,#ItsAllYours,,0,"@LewisandClarkNF,@forestservice,@USDA",positive,pos,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,RT @SenatorTester: Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secure a $?,,,31,@SenatorTester,positive,neg,,
1.01605E+18,7/8/2018,Helped break ground on Pardue Grain?s new crop processing facility in Cut Bank of Friday! I was proud to help secur? https://t.co/fNUnsZmREd,,,31,,positive,neg,,
1.01605E+18,7/8/2018,"@lisamurkowski @USDA @SecretarySonny No vote until after midterms, and after Mueller finishes, and no vote on ANYON? https://t.co/1eR8J1DEWT",,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,neg,,
1.01605E+18,7/8/2018,@lisamurkowski @USDA @SecretarySonny Obama chose a moderate. Trump is choosing Federalist faves. That's fucked up a? https://t.co/jkEJcDuy1z,,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,neg,,
1.01605E+18,7/8/2018,RT @manueloteroIICA: A Condensed History of American Agriculture 1776?1999 via @USDA ,,,,,,neg,,
United States Department of Agriculture - Agricultura?,,,17,"@manueloteroIICA,@USDA",positive,,,error,,
1.01605E+18,7/8/2018,@lisamurkowski @USDA @SecretarySonny Look at Mitch's approval ratings. And Ryan's. And Trump's. Then look at the su? https://t.co/BmCN3k2Oo4,,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,pos,,
1.01605E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01605E+18,7/8/2018,"@lisamurkowski @USDA @SecretarySonny We also will accept any mealy-mouthed bs about ""promises"" from Mitch and Ryan? https://t.co/Q6h7OGwaQj",,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,neg,,
1.01605E+18,7/8/2018,@lisamurkowski @USDA @SecretarySonny These wingnut SCOTUS picks will come for pre-existing condition protections. L? https://t.co/YeG50xMaUm,,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,pos,,
1.01605E+18,7/8/2018,"NAIP data from @USDA one of the best situation resources out there. Use for mapping, ag productivity, building loca? https://t.co/JuZES0yCAP",,,0,@USDA,positive,pos,,
1.01605E+18,7/8/2018,"@lisamurkowski @USDA @SecretarySonny No vote before midterms. No vote before Mueller is done. No RW ""religious libe? https://t.co/6BwIrrpgYl",,,0,"@lisamurkowski,@USDA,@SecretarySonny",positive,neg,,
1.01605E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny She fails to mention that this farm bill cut the number of poor people e? https://t.co/YImtNaQ7YH,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01604E+18,7/8/2018,@npratc @NPRHealth @NPR @USDA_AMS @USDA @EntheosShines @Daily_Express @genesisradio @FoxRadioNetwork @FoxRadioDesk? https://t.co/Kogq2skmdE,,,0,"@npratc,@NPRHealth,@NPR,@USDA_AMS,@USDA,@EntheosShines,@Daily_Express,@genesisradio,@FoxRadioNetwork,@FoxRadioDesk",positive,neg,,
1.01604E+18,7/8/2018,Wise words. The myth of healthy juice is hard to fight but I ask about juice intake and call it ?baby soda? at each? https://t.co/XFeEs6QJMI,,,0,,positive,neg,,
1.01604E+18,7/8/2018,"RT @eggsinschools: #EggsInSchools @malissamarsden speaking at #ANC18: Hit the Jackpot with @USDA Foods, Sunday 1-5 PM in Lagoon 1. Get basi?","#EggsInSchools,#ANC18",,1,"@eggsinschools,@malissamarsden,@USDA",positive,pos,,
1.01604E+18,7/8/2018,RT @FarmBureau: .@FBMarketIntel: U.S. farmers planted more soybean acres than corn acres according to @USDA?s June acreage report. For more?,,,4,"@FarmBureau,@FBMarketIntel,@USDA",positive,pos,,
1.01604E+18,7/8/2018,Proud! Our home has been cow milk-free for 1 year!!! ??- working hard to get my kids off cheese. They are healthy a? https://t.co/HUIqGBK6P8,,,0,,positive,neg,,
1.01604E+18,7/8/2018,RT @FarmBureau: .@FBMarketIntel: U.S. farmers planted more soybean acres than corn acres according to @USDA?s June acreage report. For more?,,,4,"@FarmBureau,@FBMarketIntel,@USDA",positive,pos,,
1.01604E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01604E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01603E+18,7/8/2018,RT @repdonyoung: Thank you @SecretarySonny for recognizing the detrimental effect the 2001 #RoadlessRule has had on SE Alaska. In this year?,#RoadlessRule,,4,"@repdonyoung,@SecretarySonny",positive,pos,,
1.01603E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01603E+18,7/8/2018,"RT @neappleseed: Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by @guardi?",,,10,@neappleseed,positive,pos,,
1.01603E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny But who will be doing the research? A used car salesman?,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,pos,,
1.01603E+18,7/8/2018,"Nebraska meatpacking workers already do some of the most dangerous, crippling jobs in the U.S. An investigation by? https://t.co/QoJ7UFMV5A",,,10,,positive,neg,,
1.01603E+18,7/8/2018,RT @CivilEats: Three reasons to be concerned about the @USDA?s proposed GMO labeling rules Eats https://t.co/oce57deLA8 https://t.co/B3KPVw?,,,34,"@CivilEats,@USDA",positive,pos,,
1.01603E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny Is this propaganda set on a timer?,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01603E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny The Republican farm bill coupled with their tariffs will force small far? https://t.co/qNaCccdAhb,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01602E+18,7/8/2018,@CIACulinary An official reference for @acfchefs to refer @US_FDA by @USDA.,,,0,"@CIACulinary,@acfchefs,@US_FDA,@USDA",positive,neg,,
1.01602E+18,7/8/2018,"@LionelMedia Not surprising why Pruitt, @EPAresearch @EPAAWheeler don't want to release air, water, soil testing to? https://t.co/wbDyMuIrDj",,,0,"@LionelMedia,@EPAresearch,@EPAAWheeler",positive,neg,,
1.01602E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,"@USDA @SecretarySonny @grubstreet Thanks to Trump?s trade war, China has stopped all purchases of soybeans from the? https://t.co/qLbhcfCrBL",,,0,"@USDA,@SecretarySonny,@grubstreet",positive,pos,,
1.01602E+18,7/8/2018,@USDA @SecretarySonny @grubstreet Trump wants farmers to do the ?patriotic? thing: Let him screw them over & destro? https://t.co/FUbKTWfVBE,,,0,"@USDA,@SecretarySonny,@grubstreet",positive,pos,,
1.01602E+18,7/8/2018,@USDA @SecretarySonny @grubstreet Inside Trump?s Cruel Campaign Against the U.S.D.A.?s Scientists https://t.co/BTTxRjaBBn,,,0,"@USDA,@SecretarySonny,@grubstreet",positive,neg,,
1.01602E+18,7/8/2018,@USDA @SecretarySonny How Trump?s Ag Secretary Helped Big Food in His First Year https://t.co/rLdM9TOlZV via @grubstreet,,,0,"@USDA,@SecretarySonny,@grubstreet",positive,pos,,
1.01602E+18,7/8/2018,@USDA @SecretarySonny Small-dairy farmers are getting squeezed out by corporate agriculture. ?That is not what Amer? https://t.co/RNPrhTfHZ5,,,0,"@USDA,@SecretarySonny",positive,neg,,
1.01602E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,RT @DrBronner: Because you shouldn't need to scan your food to know how it was made.,,,,,,neg,,
"Tell the @USDA you want clear, on-package #GMO labeli?",#GMO,,42,"@DrBronner,@USDA",positive,,,error,,
1.01602E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny No need to worry farmers.   Cathy?s giving you the right to sell your cr? https://t.co/6e1g3pwNCM,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01602E+18,7/8/2018,"RT @cathymcmorris: The House recently passed the #2018FarmBilll. It protects and increases funding for ag research, like the great work bei?",#2018FarmBilll,,4,@cathymcmorris,positive,pos,,
1.01601E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny You are screwing your own constituents,,,,,,pos,,
Face the people you represent by doing a town hall,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,,,error,,
1.01601E+18,7/8/2018,"RT @wildearthguard: "".@USDA Wildlife Services is a killing business. And it ain't pretty.""",,,,,,neg,,
~Former agent Carter Neimayer,,,,,,,,error,,
#endthewaronwildli?,,,45,"@wildearthguard,@USDA",positive,,,error,,
1.01601E+18,7/8/2018,RT @BayleeB79: @fema @FarmersGov @USDA @USDA_AMS The biggest disaster for Farmers is 24/7 toxic chemicals being sprayed via #GeoEngineering?,#GeoEngineering,,9,"@BayleeB79,@fema,@FarmersGov,@USDA,@USDA_AMS",positive,pos,,
1.01601E+18,7/8/2018,"@cathymcmorris @WSUPullman @SecretarySonny @grubstreet Thanks to Trump?s trade war, China has stopped all purchases? https://t.co/Vm0wjdGDRb",,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny,@grubstreet",positive,neg,,
1.01601E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny @grubstreet Trump wants farmers to do the ?patriotic? thing: Let him scr? https://t.co/9N2zvyEJwq,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny,@grubstreet",positive,pos,,
1.01601E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny @grubstreet Inside Trump?s Cruel Campaign Against the U.S.D.A.?s Scienti? https://t.co/649PhIzt1R,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny,@grubstreet",positive,neg,,
1.01601E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny How Trump?s Ag Secretary Helped Big Food in His First Year? https://t.co/kZu6KeRRUO,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,pos,,
1.01601E+18,7/8/2018,@cathymcmorris @WSUPullman @SecretarySonny Small-dairy farmers are getting squeezed out by corporate agriculture. ?? https://t.co/j5dN9Tle1w,,,0,"@cathymcmorris,@WSUPullman,@SecretarySonny",positive,neg,,
1.01601E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01601E+18,7/8/2018,"RT @cathymcmorris: The House recently passed the #2018FarmBilll. It protects and increases funding for ag research, like the great work bei?",#2018FarmBilll,,4,@cathymcmorris,positive,pos,,
1.01601E+18,7/8/2018,"The House recently passed the #2018FarmBilll. It protects and increases funding for ag research, like the great wor? https://t.co/XyDZbpLB1D",#2018FarmBilll,,4,,positive,pos,,
1.01601E+18,7/8/2018,@_thomashammond thanks for inviting @SecretarySonny to preach this morning. The @SecretService was a nice ?hedge of? https://t.co/gsXfejYlwH,,,0,"@_thomashammond,@SecretarySonny,@SecretService",positive,pos,,
1.01601E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.016E+18,7/8/2018,RT @WhiteCoatWaste: The ?@kittenxlady? & other veterinary experts slam ?@USDA? for killing 1000s of healthy kittens in tests exposed by WCW?,,,10,"@WhiteCoatWaste,@kittenxlady,@USDA",positive,pos,,
1.016E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.016E+18,7/8/2018,RT @WhiteCoatWaste: The ?@kittenxlady? & other veterinary experts slam ?@USDA? for killing 1000s of healthy kittens in tests exposed by WCW?,,,10,"@WhiteCoatWaste,@kittenxlady,@USDA",positive,pos,,
1.016E+18,7/8/2018,RT @WhiteCoatWaste: The ?@kittenxlady? & other veterinary experts slam ?@USDA? for killing 1000s of healthy kittens in tests exposed by WCW?,,,10,"@WhiteCoatWaste,@kittenxlady,@USDA",positive,pos,,
1.016E+18,7/8/2018,RT @CivilEats: Three reasons to be concerned about the @USDA?s proposed GMO labeling rules Eats https://t.co/oce57deLA8 https://t.co/B3KPVw?,,,34,"@CivilEats,@USDA",positive,pos,,
1.016E+18,7/8/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.016E+18,7/8/2018,The ?@kittenxlady? & other veterinary experts slam ?@USDA? for killing 1000s of healthy kittens in tests exposed by? https://t.co/s08jq68V2l,,,10,"@kittenxlady,@USDA",positive,neg,,
1.016E+18,7/8/2018,"RT @SecretarySonny: They ship more wheat than any other commodity at @portvanusa, with water shipping being price-competitive with other me?",,,23,"@SecretarySonny,@portvanusa",positive,neg,,
1.016E+18,7/8/2018,RT @chrsdcook: Two amputations a week: the cost of working in a US meat plant https://t.co/CoO5BIZQlg @UFCW @AFLCIO @LIUNA @neappleseed @al?,,,1,"@chrsdcook,@UFCW,@AFLCIO,@LIUNA,@neappleseed",positive,pos,,
1.016E+18,7/8/2018,"RT @NBCLatino: Some Puerto Ricans had turned to farming before #HurricaneMaria. After the storm, there was no food on the shelves. Now farm?",#HurricaneMaria,,10,@NBCLatino,positive,neg,,
1.016E+18,7/8/2018,Two amputations a week: the cost of working in a US meat plant https://t.co/CoO5BIZQlg @UFCW @AFLCIO @LIUNA? https://t.co/pnBjIAlWMx,,,1,"@UFCW,@AFLCIO,@LIUNA",positive,pos,,
1.01599E+18,7/8/2018,RT @SecretarySonny: The @forestservice's Sheila Spores shows Sen. @lisamurkowski and me a new growth stand in the #TongassNationalForest. T?,#TongassNationalForest,,34,"@SecretarySonny,@forestservice,@lisamurkowski",positive,pos,,
1.01599E+18,7/8/2018,"RT @SecretarySonny: Jim Harrison shows Sen. @lisamurkowski and me how to cut shingles, which he sorts into different grades on the spot in?",,,31,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01599E+18,7/8/2018,RT @USDA: Agriculture @SecretarySonny visits the Port of Vancouver for a roundtable discussion during the #BackToOurRoots tour of Washingto?,#BackToOurRoots,,9,"@USDA,@SecretarySonny",positive,neg,,
